1,0.596983432
1,0.962702748
0,0.127964125
1,0.787678332
0,0.138348781
0,0.423227894
1,0.882412552
0,0.419698563
0,0.123526713
0,0.018488795
0,0.315835508
0,0.308181752
1,0.896779836
1,1.251826918
0,0.705245453
0,-0.005877148
1,0.624329638
1,0.54092325
0,0.264179859
0,0.137784529
0,0.038668179
0,0.041625758
1,0.878002291
0,0.382032937
0,0.316508283
1,0.808664209
1,0.903825637
0,0.232542792
0,0.009025701
0,-0.038316195
0,0.188009675
1,0.89729466
0,0.157596028
0,0.132457692
0,0.054267143
1,0.648210638
0,0.145202519
0,0.444104214
1,0.985566005
1,1.026326763
0,-0.016821496
0,0.185663515
0,-0.02224328
0,0.173503601
0,-0.083096193
0,-0.104986388
1,0.38704248
1,0.907338707
1,0.941399293
0,-0.008698814
1,0.143111132
0,-0.048395822
0,0.077493008
0,0.009134474
1,0.898801778
1,0.635056115
0,0.058430302
1,0.110883303
1,0.263314604
0,0.067783254
1,1.045711916
1,0.9154433
0,0.232338401
1,0.764418411
0,0.066550031
0,0.424090489
0,0.210615542
0,-0.004301569
1,0.307834106
0,-0.012752401
0,0.054930713
1,0.526862854
0,0.306988312
0,0.083998132
0,0.02468475
0,-0.052491879
1,0.755974034
1,0.530897105
1,0.702288756
0,-0.019663632
0,0.371745835
1,0.792448952
0,0.234680347
1,0.846271914
1,0.581642986
0,0.018244588
1,0.952973593
0,0.045997653
0,0.095462698
0,0.018351775
0,0.035012984
0,0.120585548
1,0.940429817
1,0.891599461
1,1.043830061
0,-0.050993288
1,0.376893206
0,0.225599894
0,0.158860544
0,0.003552986
0,-0.007395086
1,0.99874844
1,1.120989514
1,0.750694023
1,1.061537467
0,0.053805554
0,0.089485145
0,0.066289677
1,0.461340955
0,0.083724228
1,0.21438175
0,0.168694093
0,0.104599697
0,-0.0319485
1,0.945002278
1,0.730244358
1,0.85316011
1,0.924213404
0,-0.142435666
1,0.561680902
0,-0.02789996
1,0.257111098
0,-0.061058417
0,-0.018066049
0,-0.162494607
0,-0.044106131
0,0.021514306
1,0.823456435
1,0.886486344
1,0.191255275
0,0.277431738
1,0.968960761
1,1.015781981
0,0.251395613
0,0.192234028
1,0.56222418
1,0.49411574
1,0.833753925
0,0.03394518
0,0.036215283
0,0.002873476
1,0.956193384
1,0.360427355
0,0.082512394
1,1.005743905
1,0.307527212
0,-0.031421265
1,1.029060277
1,0.96611193
1,0.843147966
0,0.325721847
1,0.979384444
0,0.02090858
1,0.970027526
1,0.396693872
0,0.119253863
0,0.074473828
0,0.033462451
0,0.012459019
0,0.423511607
0,0.157299168
0,0.271003223
1,0.619365343
1,0.870111657
1,0.853848476
1,0.88846721
0,0.119148752
0,0.097025025
0,0.154931856
0,0.195423911
1,0.842916725
1,0.757859202
0,0.130670906
1,0.401577766
0,0.25044893
1,0.862370651
1,0.846663011
0,0.163565667
0,0.15601125
1,0.426790441
1,0.680188123
0,0.176025391
0,0.275104695
1,0.806148247
1,0.5335949
0,0.109060874
0,0.218453005
1,0.422031308
1,0.624326101
0,0.195205719
1,0.353086597
0,0.095168985
1,0.407840518
0,0.100069372
0,0.222220988
1,0.913102055
1,0.516547039
1,0.786982938
0,-0.024717582
1,0.49578561
1,0.892671046
0,0.073753248
1,0.878124634
0,0.132257679
1,0.902134331
1,0.559413859
0,0.020496609
1,0.894650431
0,-0.002657056
0,0.501647651
1,1.061043995
1,0.886856166
1,0.781529385
1,0.996261375
0,-0.06159304
1,0.872643369
0,0.075114392
1,0.855704756
0,0.139820783
0,0.293264669
0,0.237713891
0,0.063064661
0,-0.031920301
0,0.372364653
1,0.963647463
1,1.027337682
0,0.239471449
0,0.632792351
1,0.938398642
0,0.02615487
1,1.039924216
0,0.305305686
1,1.065841379
1,0.679924826
0,-0.065746556
0,0.058763125
1,1.065393103
1,0.580737632
0,0.27068929
1,1.156314517
0,0.417659027
0,0.338709555
0,-0.061749315
0,0.211800665
1,0.690262721
0,0.300533374
0,0.125796235
1,0.760705966
0,0.236622028
1,0.987276988
0,0.241987478
0,0.433056898
0,-0.071858046
1,0.90718821
0,0.220410941
0,0.274538931
1,1.084746624
0,0.052742867
0,0.086104287
0,0.119008472
1,0.959208149
1,0.640560985
1,1.055812579
0,-0.047341348
0,0.169640586
0,0.122696663
0,0.084003052
0,-0.052480298
0,0.372685241
0,0.541322792
1,0.98347233
0,0.116958068
0,-0.029445473
0,0.130498288
1,0.981708773
1,0.926314909
1,0.873438839
0,0.006746194
0,0.026427016
1,1.090337815
0,0.004945951
0,0.167824032
0,-0.017531344
1,1.202586387
0,0.213502949
1,0.922008356
0,0.337887663
1,0.949995884
1,1.042323689
1,1.125985463
0,0.02430989
0,0.155806047
1,0.87480883
0,0.142455201
1,0.579494168
1,0.918389087
0,-0.022387396
1,0.899068108
1,0.940601467
1,0.991533756
0,-0.026482485
0,0.023639497
0,-0.009250601
1,0.756798554
0,0.138357951
0,-0.03621199
1,0.85275173
0,0.447833366
1,0.910665154
1,0.430054694
1,1.013943286
0,-0.029813945
1,0.800535444
0,0.206411253
1,0.91434441
0,0.203354149
0,0.208728857
0,-0.018493858
1,0.966885487
1,0.895024813
1,0.953509563
1,1.122856229
0,-0.004846639
0,0.088210846
0,0.037028112
1,0.736191269
0,0.05565183
0,0.041338486
1,1.197934362
1,0.971145442
0,0.356340284
1,0.984257729
1,0.568037843
